774578,0
681207,0
819314,1
715063,1
772387,61
715740,61
37717,165
37716,165
19150,4
731191,4
875371,5
812362,5
738256,191
587533,191
770319,101
770390,8
811179,0
791115,9
46004,10
887984,10
81036,11
586544,11
675760,12
699566,13
670329,12
614069,12
631190,13
631194,13
72680,169
715666,13
869680,12
739829,12
864906,15
506255,15
31897,16
31896,16
862713,5
756665,5
4206,18
3385,19
802146,1
893750,1
678193,21
645640,21
50881,22
637575,22
63842,23
647754,23
91882,24
709473,24
59095,8
13896,8
65301,25
895789,4
877739,26
869293,27
754947,12
655963,55
85673,29
827612,29
61670,30
61678,30
750827,31
647450,31
844788,32
770091,32
18460,162
855080,162
823200,34
737950,34
504011,22
504098,22
893583,206
638132,206
879415,36
866878,36
91381,13
658663,13
12072,12
866115,12
826496,15
709152,15
680932,38
504895,38
620589,31
620570,31
781516,29
793708,29
91792,39
831544,39
839267,40
654680,41
29665,31
745367,27
24833,42
856168,42
93483,22
827015,22
726185,176
725097,176
81126,12
91018,12
97048,80
97681,80
75362,48
39097,36
680003,9
635163,9
671012,0
765838,46
674341,46
876969,94
872687,94
63552,48
14858,48
851744,0
638354,0
804163,13
650138,13
24840,0
92942,0
77629,10
831314,10
732434,174
584241,174
80500,12
66683,12
703803,13
770867,13
75025,12
742645,12
72177,22
756657,22
6056,12
63468,12
897915,9
661064,9
818975,51
702987,51
35980,12
702898,12
713785,21
713784,21
835528,160
662649,160
28917,29
858031,29
855992,53
680888,53
803128,54
809691,54
742894,11
736814,11
43004,4
12555,4
864744,92
816615,92
825310,21
896157,21
875384,56
768749,25
884379,8
777791,8
63742,9
866665,9
72986,4
50384,48
11945,57
833497,57
3213,12
66873,12
79948,22
865259,13
90161,24
832516,24
852426,29
756221,29
68131,9
68120,29
30065,12
848851,12
96830,58
880002,13
864663,13
672356,13
36411,59
867014,48
34437,60
28089,60
805973,4
582838,4
74550,4
50958,4
804935,12
849487,12
5593,41
725786,41
835231,12
825025,12
27917,61
25228,61
21607,48
734272,48
26369,59
654583,59
7226,12
897215,31
12666,62
785791,62
808818,196
616094,12
93735,171
828976,171
83422,29
879504,29
72088,31
44638,21
74278,4
73074,4
68988,29
870533,29
874507,12
898154,12
16024,22
506160,22
39318,8
862464,8
877009,65
872339,65
77305,18
884914,48
92758,5
802762,5
55908,66
633305,66
90163,9
606369,9
12541,56
743839,56
18661,154
93661,80
702508,22
665697,22
742363,0
681265,0
72486,12
731373,12
776184,68
748631,68
33908,12
867339,12
702477,16
780748,16
867669,55
832342,55
633830,8
503229,176
71316,70
42685,70
876291,71
876116,71
82884,12
16523,12
839392,48
798867,48
730425,72
738743,72
32204,73
32203,12
746141,74
745138,74
78357,18
65629,13
605587,8
614956,8
852770,62
852778,62
40563,75
40561,75
796400,41
796408,41
835019,54
835090,54
30665,159
30664,159
709945,77
676641,77
717415,59
794078,59
803423,78
724864,16
859391,11
897764,11
799876,8
622664,8
631860,79
631864,79
56251,12
776380,61
34215,98
34214,98
704276,22
769639,176
874138,54
863072,54
85356,32
712452,32
826785,82
760593,82
68333,34
68331,34
642443,83
586638,83
890946,10
796485,10
17096,84
681957,84
873992,4
827659,4
836687,30
719257,30
32258,176
877461,176
876518,39
816898,39
824039,38
824020,38
808528,55
717095,86
678482,22
641495,22
673526,36
650736,36
886216,29
862736,29
844325,34
736580,34
883806,22
883805,22
777050,13
772821,13
43304,87
860903,87
29543,166
503687,166
70974,0
689879,0
643137,59
612467,59
742081,41
713488,41
31018,36
31017,36
874149,21
898434,21
857865,16
824026,16
5027,62
5026,62
661798,72
649745,72
18348,13
858137,61
895212,11
742593,11
602618,89
654698,13
13039,29
13028,29
847624,55
608556,55
49703,159
30122,159
40249,90
704466,90
798423,23
799548,23
673156,91
649104,91
799139,176
678538,176
684665,48
870768,9
893203,9
782972,18
615188,18
811435,92
726673,92
748021,55
601515,55
65159,93
835587,171
93758,94
894981,56
13927,54
11862,54
96537,159
96536,159
671850,22
657317,22
832076,83
768317,83
32077,41
32075,41
78993,32
667290,32
48907,61
842822,61
91793,39
812263,18
783714,22
712682,22
709397,0
675177,0
80316,36
57059,29
795251,206
795240,206
70529,4
78051,48
786608,13
587744,13
84362,4
66114,4
834393,77
821353,77
6263,94
50389,94
774625,12
750882,12
44153,18
94080,18
709829,59
631937,59
879368,159
600670,159
865474,171
652018,171
856991,97
708658,97
87654,98
852608,98
687990,66
632551,11
709870,99
628839,99
812381,166
812389,166
887560,83
742521,83
875423,86
835798,86
861752,181
837776,181
732151,8
795168,8
881513,94
821193,94
873052,42
506367,42
15966,29
798797,29
638904,13
634319,13
99767,22
99766,22
683271,101
582499,101
33176,22
848605,22
810868,102
771608,102
3969,18
34306,18
85195,190
85194,190
5697,90
78379,90
832705,13
627344,13
44865,29
44864,29
65568,84
768692,84
803775,59
846412,59
48538,32
801346,31
677578,162
677573,162
764544,73
745813,73
5530,12
5259,12
85605,97
56905,59
4519,9
684024,9
79282,26
79289,26
685832,104
659992,104
603919,21
609538,21
820595,146
820593,146
8935,106
36118,8
840033,176
811120,176
712545,13
602437,13
871309,97
867382,97
28955,29
28954,29
896529,86
896442,86
626441,13
626449,13
744604,13
681750,13
800659,22
800646,22
803816,196
898848,196
786378,83
732348,83
75394,31
721463,31
89540,46
70565,46
853720,0
820156,0
75892,12
67260,206
763984,59
721092,59
730106,29
689605,29
809067,56
886844,160
677727,21
635472,21
703066,59
642952,59
21678,23
841821,74
99362,102
584464,102
38882,108
728091,108
712014,56
793867,56
50965,101
33468,9
796423,109
606007,109
23653,12
96210,12
78252,53
74784,106
773932,159
509533,159
831757,73
891255,73
72999,29
873595,29
702829,73
738622,73
806430,48
866558,4
830972,73
686927,73
86115,53
71038,102
739447,89
683887,89
13681,72
797805,72
29655,11
728007,98
5436,48
80536,48
98608,29
855911,29
885547,62
858997,62
840698,8
604541,8
832607,86
574674,86
35902,111
90302,111
79923,83
823783,83
77901,174
832823,174
820602,165
629658,165
783250,59
691394,59
877815,54
871910,54
46075,59
663624,59
80260,54
700573,54
616108,21
616107,21
716469,22
619866,22
713682,41
713646,41
59037,112
808243,112
83697,42
81010,42
94923,4
621050,4
60390,13
673012,13
807657,48
807577,18
45831,13
839598,53
59089,104
879111,104
58355,4
663887,18
866320,22
792159,22
6113,4
891385,4
865479,31
865460,31
48673,4
611906,4
7866,12
84655,12
83975,61
63089,61
65627,62
20305,13
650387,5
640794,5
622424,8
629553,8
723795,51
18216,51
896227,51
875098,12
896937,8
17161,31
831707,31
41637,22
808525,22
85998,113
879719,113
51054,4
758064,4
87429,13
70316,29
97323,84
91301,36
46133,97
838243,97
40389,13
644135,13
887308,41
637434,41
46238,89
22392,89
584604,13
584603,13
12440,19
92897,19
1455,80
76250,80
12633,62
814139,62
671027,178
663253,178
55154,115
720030,12
837907,66
789767,66
786629,196
789134,196
875458,30
833889,30
891516,38
639343,38
885199,83
792889,83
845888,55
830309,55
65259,31
62829,41
49111,22
703917,27
628465,13
616458,116
648728,0
638105,0
26974,191
98216,191
98438,55
870476,36
863258,5
824315,5
85935,25
60984,25
758508,0
754247,0
719388,18
603767,18
9181,16
831275,98
51217,22
37606,1
758486,48
741525,48
502747,59
501532,59
62317,73
839373,73
192,62
80318,62
55452,8
836559,8
51103,16
11593,16
681334,0
649670,0
55559,8
801512,8
870572,112
870579,112
78470,4
27550,4
857122,53
844882,53
69741,93
54307,16
831061,159
829613,159
6647,22
712832,22
17518,4
14068,4
34144,77
20406,77
843488,16
724459,16
722284,90
609176,90
787684,8
650482,8
735349,9
735330,9
889048,55
685548,55
55111,66
744877,66
854383,74
779353,72
92220,12
831658,12
30258,12
13489,12
42903,48
812766,48
45494,5
878061,5
40163,31
656892,31
863192,109
767242,109
33671,117
503007,117
860945,36
635039,36
788098,169
742628,169
36799,11
36600,90
894367,176
719250,176
849137,0
811119,0
93959,118
847895,118
504833,26
504831,26
49544,98
837758,51
817267,22
583031,22
64759,22
714153,22
863756,8
848568,8
737727,165
711116,165
1432,98
750222,162
800258,34
865844,34
876824,89
876894,89
25761,89
570745,89
775220,98
725273,98
506647,73
506645,73
77100,11
97410,11
848755,36
848637,36
776500,9
601114,9
583253,191
570759,191
79484,22
31698,22
649160,54
649168,54
880909,11
838233,11
877684,86
862888,86
815063,12
783139,12
767486,119
790342,119
61349,90
887450,12
803755,16
824029,98
736614,0
667114,0
755027,65
669597,65
724492,99
584826,99
6364,93
86091,93
19525,121
841069,122
714420,40
683263,40
816906,124
816904,124
30326,13
658963,13
51231,51
853153,51
71088,29
97708,29
5246,48
75885,160
865883,125
755942,125
8,12
86090,12
724647,48
724646,48
99148,4
873975,4
81714,21
860149,21
671003,22
667593,22
64125,83
757748,83
884927,31
730222,31
890674,12
602513,12
32296,21
639522,21
55277,55
92929,4
833724,34
833722,34
712703,122
